ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance.mi.,Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature.F.,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3066129,Source2,2,1/14/2018 12:41,1/14/2018 13:10,47.484028,-122.196373,NA,NA,0,HOV lane blocked due to accident on I-405 Northbound at Exit 4 WA-169 Maple Valley Hwy.,I-405 N,Renton,King,WA,98057,US,US/Pacific,KRNT,1/14/2018 12:53,52,NA,77,30.15,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3229498,Source2,3,10/6/2017 7:25,10/6/2017 8:09,32.911331,-96.881607,NA,NA,0,Accident on I-635 Westbound at Josey Ln.,I-635 W,Dallas,Dallas,TX,75234,US,US/Central,KADS,10/6/2017 7:47,69.8,NA,78,30.02,13,SSE,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3917965,Source1,2,00:09.0,57:08.0,42.024266,-73.7332,42.029403,-73.732242,0.358,Incident on TACONIC STATE PKWY near TACONIC STATE PKWY Drive with caution.,Near Rd,Red Hook,Columbia,NY,12571,US,US/Eastern,KPOU,9/2/2022 17:53,82,82,29,30.04,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3050104,Source2,2,1/6/2018 19:03,1/6/2018 19:32,32.795277,-96.793114,NA,NA,0,Two lanes blocked due to accident on US-75 Northbound at Woodall Rodgers Fwy (Spur 366).,US-75 S,Dallas,Dallas,TX,75204,US,US/Central,KDAL,1/6/2018 18:53,57.9,NA,58,30.22,10,SE,12.7,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3467668,Source1,4,11/5/2016 4:34,11/5/2016 10:32,40.78108,-76.694165,40.761846,-76.748108,3.12,Closed at PA-3004 - Road closed due to accident.,State Route 225,Trevorton,Northumberland,PA,17881,US,US/Eastern,KSEG,11/5/2016 4:53,30,NA,100,30.29,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3169945,Source2,2,11/6/2017 15:28,11/6/2017 15:58,30.217304,-92.019051,NA,NA,0,Accident on US-167 Johnston St at LA-182 University Ave.,Johnston St,Lafayette,Lafayette,LA,70503-2022,US,US/Central,KLFT,11/6/2017 15:20,82,NA,71,30.01,10,South,9.2,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3835388,Source1,2,3/17/2022 21:23,3/17/2022 22:53,38.88367295,-77.03217387,38.88036295,-77.03441387,0.258,Incident on 14TH ST SB near 14TH ST Drive with caution.,14th St SW,Washington,District of Columbia,DC,20024,US,US/Eastern,KDCA,3/17/2022 21:52,55,55,89,29.95,5,SSE,3,0,Cloudy,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3821943,Source1,2,50:16.0,57:28.0,39.886351,-75.103965,39.888623,-75.104697,0.162,NJ DOT - TOC South: Crash on I-76 westbound East of Exit 1D - US 130 (Gloucester City) right shoulder closed use caution,I-76 W,Gloucester City,Camden,NJ,8030,US,US/Eastern,KPHL,11/23/2022 11:54,56,56,30,30.23,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3634110,Source1,4,7/3/2017 0:26,7/3/2017 6:26,30.472988,-81.784514,30.472988,-81.784514,0,Closed at Dinsmore Tower Rd - Road closed due to accident.,Old Kings Rd,Jacksonville,Duval,FL,32219-1236,US,US/Eastern,KJAX,7/3/2017 0:56,80.1,NA,79,30.1,10,South,6.9,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3286198,Source2,2,9/5/2017 20:50,9/5/2017 21:20,26.572304,-80.069298,NA,NA,0,Lane blocked due to accident on Hypoluxo Rd at I-95 .,Hypoluxo Rd,Lake Worth,Palm Beach,FL,33462,US,US/Eastern,KPBI,9/5/2017 20:53,84,NA,72,29.95,10,East,6.9,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-3182256,Source2,3,11/13/2017 17:46,11/13/2017 18:13,33.619408,-84.488747,NA,NA,0.560000002,Accident on entry ramp to I-85 Southbound from GA-14 Spur Westbound.,GA-14 Spur,Atlanta,Fulton,GA,30349,US,US/Eastern,KATL,11/13/2017 17:52,57,NA,69,30.25,10,NW,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3814593,Source1,2,02:44.0,24:08.0,35.8377,-78.673357,35.837487,-78.673003,0.025,Incident on GLENWOOD AVE near HOUSE 4123 Expect delays.,Glenwood Ave,Raleigh,Wake,NC,27612-4627,US,US/Eastern,KRDU,1/13/2023 0:51,56,56,87,29.3,10,SSW,13,0.05,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3342195,Source2,2,9/29/2017 13:29,9/29/2017 13:59,37.419586,-77.634682,NA,NA,0,Accident on Commonwealth Centre Pkwy at Hunt Master Dr.,Commonwealth Centre Pkwy,Midlothian,Chesterfield,VA,23112-2766,US,US/Eastern,KFCI,9/29/2017 13:56,73.9,NA,45,30.13,10,Variable,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3075857,Source2,3,1/19/2018 19:17,1/19/2018 19:47,32.979012,-80.077011,NA,NA,0,Accident on I-26 Westbound at Exits 205A 205B US-78 University Blvd.,I-26 W,Charleston,Charleston,SC,29406,US,US/Eastern,KCHS,1/19/2018 18:56,44.1,39.5,53,30.23,10,SSW,8.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3137179,Source2,3,12/18/2017 0:18,12/18/2017 0:47,33.891068,-118.36132,NA,NA,0,Right hand shoulder blocked due to accident on I-405 Southbound at Exit 42B Inglewood Ave.,I-405 N,Lawndale,Los Angeles,CA,90260,US,US/Pacific,KHHR,12/18/2017 0:53,54,NA,35,30.08,10,Calm,NA,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3692168,Source1,2,2/26/2023 14:15,2/26/2023 14:36,38.036181,-120.224398,38.039241,-120.217625,0.425,Stationary traffic on CA-108 from Twain Harte Dr (Sonora Pass Hwy/CA-108) to CR-E17/N Tuolumne Rd/Twain Harte Dr (Sonora Pass Hwy/CA-108) due to accident.,State Highway 108,Twain Harte,Tuolumne,CA,95383,US,US/Pacific,KO22,2/26/2023 14:15,43,40,81,27.78,10,VAR,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3150318,Source2,2,12/26/2017 13:56,12/26/2017 14:56,42.015331,-87.806602,NA,NA,0,Accident on IL-43 Harlem Ave at Jarvis Ave.,N Harlem Ave,Niles,Cook,IL,60714-3701,US,US/Central,KORD,12/26/2017 13:51,3.9,-13,55,30.6,10,WSW,12.7,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3413415,Source1,2,3/9/2016 9:11,3/9/2016 15:11,40.82645,-81.39675,40.8293,-81.39706,0.198,At US-62/Exit 107 - Accident.,I-77 N,Canton,Stark,OH,44718,US,US/Eastern,KCAK,3/9/2016 8:51,59,NA,55,30.08,10,SSW,13.8,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3817111,Source1,2,1/17/2023 17:09,1/17/2023 18:27,26.509519,-81.904149,26.508925,-81.904787,0.057,Incident on SUMMERLIN RD near PARK ROYAL DR Drive with caution.,Summerlin Rd,Fort Myers,Lee,FL,33908,US,US/Eastern,KFMY,1/17/2023 16:53,74,74,52,30,10,SSW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3042181,Source2,2,1/3/2018 5:50,1/3/2018 6:19,42.5336,-70.950661,NA,NA,0,Accident on MA-128 Northbound at Lowell St.,Lowell St,Peabody,Essex,MA,1960,US,US/Eastern,KBVY,1/3/2018 5:53,14,6.5,62,30.24,10,West,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3241419,Source2,2,10/12/2017 7:53,10/12/2017 8:52,34.41077,-79.359978,NA,NA,0,Accident on SC-9 Main St at SC-57 Lockemy Hwy.,Old Marion Rd,Dillon,Dillon,SC,29536-3664,US,US/Eastern,KMAO,10/12/2017 7:55,71.6,NA,94,30.04,5,Calm,NA,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3877845,Source1,2,12/19/2022 6:05,12/19/2022 7:21,45.002316,-93.230226,45.002651,-93.232036,0.091,Incident on I-35 NB near I-35 CD Drive with caution.,I-35W S,Minneapolis,Hennepin,MN,55413,US,US/Central,KMIC,12/19/2022 5:53,1,1,83,29.42,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3034312,Source2,2,2/26/2018 11:05,2/26/2018 11:34,25.781242,-80.336578,NA,NA,0,Two lanes blocked due to accident on FL-836 Dolphin Expy both ways at FL-973 87th Ave.,Dolphin Expy E,Miami,Miami-Dade,FL,33126,US,US/Eastern,KMIA,2/26/2018 10:53,80.1,NA,64,30.21,10,ESE,10.4,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3573549,Source1,2,2/22/2017 20:53,2/23/2017 2:53,40.70343,-73.72718,40.70823,-73.72738,0.332,At Belmont Park Rd/Exit 26 - Accident.,Cross Island Pkwy N,Cambria Heights,Queens,NY,11411,US,US/Eastern,KJFK,2/22/2017 20:51,44.1,NA,93,29.93,10,Calm,NA,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3326593,Source2,2,9/22/2017 11:21,9/22/2017 11:50,34.172371,-80.96833,NA,NA,0,Accident on Belk Ct at Carolina Pines Dr.,Carolina Pines Dr,Blythewood,Richland,SC,29016-7786,US,US/Eastern,KFDW,9/22/2017 11:15,80.6,NA,65,30.09,10,NE,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4015098,Source1,2,2/2/2022 18:30,2/2/2022 19:45,27.11064219,-82.34264731,27.09979219,-82.26495731,4.837,Incident on I-75 SB near MM 186 Drive with caution.,I-75,Venice,Sarasota,FL,34292,US,US/Eastern,KVNC,2/2/2022 18:53,71,71,66,30.03,10,SSE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3540415,Source1,2,9/26/2016 17:32,9/26/2016 23:32,34.01807,-117.5245,34.01827,-117.51923,0.302,At Etiwanda Ave - Accident.,Etiwanda Ave,Mira Loma,Riverside,CA,91752,US,US/Pacific,KRAL,9/26/2016 17:53,93.9,NA,12,29.83,10,WNW,8.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3144373,Source2,3,12/21/2017 8:10,12/21/2017 8:54,30.498592,-84.186005,NA,NA,0,Right lane blocked due to accident on I-10 Westbound at Exits 209A 209B US-90 Mahan Dr.,FL-8 W,Tallahassee,Leon,FL,32309,US,US/Eastern,KTLH,12/21/2017 8:15,61,NA,100,30.06,1.5,NNW,3.5,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3188636,Source2,3,11/16/2017 17:34,11/16/2017 18:34,41.233452,-73.069267,NA,NA,4.260000229,Right lane closed due to accident on I-95 Southbound from Exit 40 Woodmont Rd to Exits 37 38 Milford Pkwy.,Milford Pkwy N,Milford,New Haven,CT,6461,US,US/Eastern,KBDR,11/16/2017 17:52,48.9,NA,59,29.79,10,West,12.7,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3242422,Source2,3,10/12/2017 17:33,10/12/2017 18:03,41.038177,-111.948547,NA,NA,0,Right lane closed due to accident on I-15 Northbound at Exit 328 200.,W 200 N,Kaysville,Davis,UT,84037,US,US/Mountain,KHIF,10/12/2017 17:58,50.5,NA,19,30.09,10,West,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3531974,Source1,2,1/18/2017 19:45,1/19/2017 1:45,34.031102,-118.2746,34.022349,-118.277651,0.63,Between I-10/CA-110/Santa Monica Fwy and Exposition Blvd - Accident.,I-110 S,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,1/18/2017 19:47,55,NA,86,30.1,10,Calm,NA,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3327033,Source2,2,9/22/2017 14:49,9/22/2017 15:34,29.550352,-98.663635,NA,NA,0,Accident on TX-16 Bandera Rd at Stonecroft.,Quincy Lee Dr,San Antonio,Bexar,TX,78250,US,US/Central,KSKF,9/22/2017 14:58,90.5,NA,48,29.86,10,ESE,9.2,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3820143,Source1,2,12/30/2022 18:52,12/30/2022 21:31,39.6468,-79.896672,39.647289,-79.898947,0.126,Vehicle Crash on WV 857 at I-68.,Cheat Rd,Morgantown,Monongalia,WV,26508,US,US/Eastern,KMGW,12/30/2022 18:53,59,59,51,28.75,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-3734431,Source1,2,6/27/2022 19:55,6/27/2022 21:11,27.835556,-82.70388,27.836472,-82.703921,0.063,Incident on 52ND ST N near 70TH AVE N Drive with caution.,52nd St N,Pinellas Park,Pinellas,FL,33781,US,US/Eastern,KPIE,6/27/2022 19:53,87,87,69,29.96,10,NNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3486503,Source1,2,8/4/2016 12:36,8/4/2016 18:36,41.0395,-75.31285,41.029028,-75.308802,0.754,Between PA-715/Exit 299 and PA-33/Exit 302 - Accident.,I-80 E,Tannersville,Monroe,PA,18372,US,US/Eastern,KMPO,8/4/2016 12:53,73,NA,59,30.19,10,SE,6.9,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3127812,Source2,3,12/14/2017 7:28,12/14/2017 7:58,43.133892,-77.719353,NA,NA,2.700000048,Accident on I-490 Eastbound between Exit 5 NY-386 Chili Center Coldwater Rd and Exit 6 NY-204.,I-490 E,Rochester,Monroe,NY,14624,US,US/Eastern,KROC,12/14/2017 7:13,16,4.4,88,29.72,2.5,North,9.2,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3650147,Source1,2,38:16.0,38:16.0,37.289459,-121.870684,37.28986,-121.87087,0.03,At Curtner Ave/Exit 3 - Accident.,Guadalupe Fwy N,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,7/27/2017 6:53,62.1,NA,90,30,5,Calm,NA,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3651448,Source1,2,44:00.0,14:00.0,33.53463,-82.992705,33.529307,-82.96875,1.428,Crash on I-20 Eastbound at Before SR 22. No lanes blocked.,GA-402 E,Crawfordville,Taliaferro,GA,30631,US,US/Eastern,KDBN,3/26/2023 8:50,72,72,88,29.67,10,SSW,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3756767,Source1,2,2/21/2023 7:42,2/21/2023 11:00,33.69567,-84.287109,33.688753,-84.303596,1.061,Slow traffic on I-285 W - GA-407 W from GA-155/Flat Shoals Rd/Exit 48 (I-285) to Bouldercrest Rd/Exit 51 (I-285) due to accident.,GA-407 E,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2/21/2023 7:52,63,63,90,28.77,8,SW,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3434382,Source1,2,9/13/2016 7:59,9/13/2016 13:59,44.8597,-93.366,44.85913,-93.35648,0.468,At CR-28/Bush Lake Rd/Exit 8 - Accident.,MN-5 E,Minneapolis,Hennepin,MN,55438,US,US/Central,KFCM,9/13/2016 7:53,57,NA,74,30.13,10,NNW,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3623314,Source1,2,5/30/2017 5:57,5/30/2017 11:57,37.69422,-121.92019,37.68743,-121.91754,0.491,At Stoneridge Dr - Accident. Right lane blocked.,I-680 S,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,5/30/2017 5:53,53.1,NA,86,29.96,10,SW,5.8,NA,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3022705,Source2,3,2/20/2018 9:08,2/20/2018 9:53,45.035465,-93.089424,NA,NA,0,Accident on I-35E Eastbound at Exit 46 I-694.,I-694 E,Saint Paul,Ramsey,MN,55117,US,US/Central,KSTP,2/20/2018 8:53,19.9,10.1,92,29.93,7,WNW,8.1,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3664271,Source1,2,46:00.0,00:00.0,33.91202,-84.375,33.913148,-84.391074,0.925,Crash on I-285 Westbound past SR 9/Roswell Rd. 1 lane(s) (of 5) blocked.,US-19 S,Atlanta,Fulton,GA,30328,US,US/Eastern,KPDK,3/20/2023 15:53,52,52,26,29.22,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3752846,Source1,2,34:29.0,47:00.0,41.046462,-74.756511,41.045696,-74.757315,0.068,NJ DOT - STMC: Crash on US 206 northbound North of CR 621/Woodside Av (Newton) All lanes closed and detoured,Main St,Newton,Sussex,NJ,07860-1917,US,US/Eastern,K12N,7/12/2022 8:53,75,75,66,29.33,10,SSW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3778201,Source1,2,10/13/2022 7:25,10/13/2022 9:35,33.870228,-117.669681,33.879862,-117.607507,3.628,Slow traffic on Riverside Fwy E - CA-91 E from CA-91 Exp (CA-91) to 6th St/S Maple St (CA-91) due to accident.,CA-91 E,Corona,Riverside,CA,92880,US,US/Pacific,KAJO,10/13/2022 7:13,64,64,94,29.45,2,NNE,3,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4027727,Source1,2,9/28/2022 13:54,9/28/2022 18:25,33.876192,-118.130569,33.876361,-118.082966,2.731,Slow traffic on Artesia Fwy E - CA-91 E from Clark Ave (CA-91) to Pioneer Blvd (CA-91) due to accident.,Artesia Fwy E,Bellflower,Los Angeles,CA,90706,US,US/Pacific,KLGB,9/28/2022 13:53,82,82,58,29.85,10,S,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3511634,Source1,2,12/23/2016 12:39,12/23/2016 18:39,33.3857,-111.93489,33.38564,-111.94293,0.464,At Mill Ave/Exit 173 - Accident.,Superstition Fwy W,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,12/23/2016 12:51,60.1,NA,72,30.05,10,Calm,NA,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3880694,Source1,2,12/4/2022 4:56,12/4/2022 5:28,39.698031,-105.226532,39.695579,-105.20847,0.975,Slow traffic on I-70 E from Grapevine Rd/Exit 256 (I-70) to US-40/CO-26/Exit 259 (I-70) due to accident.,I-70 E,Golden,Jefferson,CO,80401,US,US/Mountain,KBJC,12/4/2022 4:55,34,34,65,24.49,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3487554,Source1,2,8/8/2016 9:52,8/8/2016 15:52,43.12143,-87.91732,43.11418,-87.91835,0.504,At Silver Spring Dr/Exit 78 - Accident.,I-43 S,Milwaukee,Milwaukee,WI,53217,US,US/Central,KMWC,8/8/2016 9:45,73.4,NA,57,30.11,10,East,3.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3995154,Source1,2,8/25/2022 7:30,8/25/2022 8:48,25.884848,-80.228806,25.884769,-80.230812,0.125,Incident on NW 121ST ST near NW 18TH AVE Drive with caution.,NW 121st St,Miami,Miami-Dade,FL,33167-2824,US,US/Eastern,KOPF,8/25/2022 7:53,84,84,76,30,10,SE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3793481,Source1,2,18:00.0,15:00.0,35.58746,-82.586735,35.588118,-82.584003,0.16,Incident on US-19 NB near FLORIDA AVE Left lane blocked.,Patton Ave,Asheville,Buncombe,NC,28806-3621,US,US/Eastern,KAVL,12/22/2022 15:30,45,45,82,27.56,10,VAR,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3764059,Source1,2,11/5/2022 15:45,11/5/2022 16:09,25.84346,-80.322485,25.829053,-80.322078,0.996,Slow traffic on FL-826 S from South River Dr (FL-826) to 58th St (FL-826) due to accident.,Palmetto Expy S,Miami,Miami-Dade,FL,33166,US,US/Eastern,KMIA,11/5/2022 15:53,85,85,57,29.88,10,ESE,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3248534,Source2,3,10/16/2017 14:07,10/16/2017 14:36,37.923634,-121.2929,NA,NA,0,Right hand shoulder blocked due to accident on I-5 Northbound after 8th St.,French Camp Tpke,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,10/16/2017 13:55,82,NA,18,30.09,10,Variable,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4025876,Source1,2,12/4/2022 9:53,12/4/2022 12:08,45.785282,-120.043833,45.782585,-120.050591,0.375,A crash has occurred with minimal delay to traffic. Prepare to slow or move over for worker safety.,I-84 W,Arlington,Gilliam,OR,97812,US,US/Pacific,KHRI,12/4/2022 9:53,25,17,85,29.41,2,SSW,7,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3891585,Source1,2,50:00.0,07:28.0,40.639844,-74.021621,40.695767,-73.998225,4.054,Slow traffic on I-278 E from 6th Ave/Exit 20 (I-278) to Brooklyn Bridge/Cadman Plz/Exit 28 (I-278) due to accident.,Brooklyn Queens Expy,Brooklyn,Kings,NY,11220,US,US/Eastern,KJRB,8/10/2022 6:51,75,75,66,29.95,10,VAR,6,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
